A,Spur_shortcut,B,C,D,E,label,split
-1.1575496471201177,-0.5620592185490901,-0.8601283912441794,-0.6772118952854014,-0.6657223692723884,0.2385446358309148,1,train
0.2897558023277514,0.74121818065881,0.27006747253634306,0.12137227748440346,0.5637071468296921,0.5763879938151022,1,train
0.7808540692250985,0.9099609656763561,1.0797761637039607,1.4698701723182352,1.3314389026346876,2.478988213981154,1,train
0.5439736447085796,0.9307708215073399,1.355905089421476,2.188525695179722,3.5884198383486163,4.102869978678098,1,train
-0.9613826412454365,-0.8585645878026728,-0.5614550550813963,-0.3339441968719414,-0.25092841120325926,-0.8475205672613839,0,train
1.071008665601581,0.9130743812448425,0.8046149967649956,0.9507596438247528,1.1464436758291698,1.4761990391881832,1,train
0.7014556601104507,0.8703803537283004,0.6220951173476659,1.203566163302777,1.4075879533402693,1.9714480252036504,1,train
0.7049734550988194,1.2465446670705589,0.8534714459747872,0.6848499931082026,0.04604543041985343,-0.6753723903234871,0,train
0.7450626026618294,1.2994887315561314,0.794577206654526,0.6935370472330222,0.35922790362672663,-0.020105668548656808,1,train
1.1043472383723143,1.2012588956088628,1.3511304284396048,1.9416131971018469,3.0048491829950983,2.6492532307840797,1,train
2.242972395734681,1.4474382147547469,3.0833962903176433,3.818886665848256,4.785347729947126,5.945841508476474,1,train
-0.6114931227230745,-0.7967521597762951,-0.4284960403941497,-0.9063860794356022,-1.3564776809662393,-1.40585135460103,0,train
0.04721118309074067,-0.9846864091824026,0.3282611221743776,0.43989270953702103,1.2716549166622546,1.5111420855177982,1,train
1.7542346824437531,2.0516826866356324,2.5149893643345242,3.129466632460428,3.5678922595892413,4.258650959593606,1,train
-1.3379798662995022,-1.2134305593243735,-2.0487911165560404,-3.3590429369927635,-4.560056808986478,-5.724126360178304,0,train
0.3255744688871539,0.8862002370025412,0.20920524504773902,0.5420219039551286,0.357636905018968,0.971027619879495,1,train
-0.6891177159876936,-0.021673743496619324,-0.3016860806593413,-0.6333305833391621,-0.9818310142366117,-0.9157471317326948,0,train
