A,Spur_shortcut,B,label,split
-0.0634542076857541,-0.7154550398294047,-1.9679025729461541,0,train
1.2492131101839494,0.9790833856081808,-0.024687435198176066,0,train
1.9880112028878816,1.8337811195132325,4.300894185174851,1,train
-0.053374981120936464,0.28631783840167646,-0.9895046571604593,1,train
-0.23915753258471148,-0.47236317539721356,-0.23099940721504042,0,train
1.0620296514037033,0.2881713258007298,3.6889021874653,1,train
0.05846601058920227,-0.002857989847473555,-3.1628224447710704,0,train
0.8133964156153605,0.8748750147304718,2.969327577730082,1,train
1.6014122751018256,1.7601400313896391,1.95820029455939,1,train
0.5601724982311908,0.6785365566968729,1.3310949608688576,1,train
1.0882944407648927,1.3706775887914082,3.5570581195960926,1,train
-2.330455991976751,-3.1347860570388093,-4.497104617516728,0,train
1.0498919768253152,0.9400583496896766,1.8259837019837404,1,train
-0.15836698771507549,0.027972098873788015,-1.8325472097538056,0,train
-0.9350612628863822,-0.8419990034152556,-0.26648336274799744,0,train
-0.14514625838211553,0.08346767182644066,1.8781207355275278,1,train
-1.184148904198064,-0.8635026440715028,-4.85622131862954,0,train
-1.1704272275457444,-1.051143019220867,0.09472280910886921,0,train
-2.0393923118137125,-1.7814030013246065,-3.1589668141705514,0,train
-0.6377950255711462,-1.0582134200420548,-2.0093626053058102,0,train
-1.3642770368237789,-1.1848378328413531,-1.4794829410075807,0,train
-0.7994409785467508,-1.0479499200187687,1.777851599666336,1,train
0.8094228267468196,0.2792973560280583,2.638445462347324,1,train
0.058551039553268756,0.486500397096083,0.49012121215464677,1,train
-1.2872333129558826,-1.8223183962554312,-2.965046364903894,0,train
0.4542551920887223,0.3627799824795876,0.7338043743614427,1,train
0.9965308986848346,0.910108413761351,0.9334112204827686,1,train
0.0251486176075926,0.2675903038835127,0.16227514843207502,1,train
0.013056973198579687,-0.690208113066029,-1.9628632390645138,1,train
-0.1145482723788421,0.2575268890141209,0.4786765601113795,1,train
-1.0184416031798185,-1.484732474558726,0.1946767375926335,1,train
1.0371978363969327,0.8797570264936967,-1.505982406770396,0,train
0.4577999299202624,0.844373506507851,0.24227004229869875,0,train
-0.10122778418511208,-0.49807497557359376,-2.4568341912462226,0,train
-0.06910697562479853,-0.809587887054917,0.055772177970917866,1,train
-0.17056936957999616,0.49536509086799996,-0.9053911670080923,0,train
1.4737203882804777,1.6064552506550611,1.2358552826431466,1,train
-0.32078024105338954,-0.34488213712422844,0.9311181768142852,1,train
-1.7398378698236534,-2.4050854140438034,0.17170302969678986,1,train
0.10843765639528084,-0.4045515565129568,-0.40016921744414313,0,train
0.8653628282482027,0.04253403104687592,3.808044011104523,1,train
0.6417002241968635,0.9063003569166014,-0.6148029606822771,1,train
-0.4252694373882142,-1.045971653420046,-1.8301053330516328,0,train
-1.6729728752269393,-1.4882858816402191,-1.2303125864129085,0,train
2.050103792981746,1.4461746589164388,4.036752448508253,1,train
-1.034605510752475,-1.2336829117740493,-1.0976572141505436,0,train
0.09296244612799663,-0.07318156886647079,0.16777983561047857,1,train
-0.20948603269271018,-0.6108938414326354,-1.0337522427268306,0,train
-0.713593271013399,-0.6335430051313677,-1.431094404293968,0,train
-0.49423406994979135,-0.7549367903091911,-1.4365173512684473,0,train
-1.1858134084039857,-0.8902511612953743,-3.217442797323745,0,train
-0.9866833570199371,-0.9759955951996472,-0.40948321409829336,1,train
-0.5936330004225218,0.09020196515455037,-0.1532386416981154,0,train
-0.21398092062732832,0.5990096606415279,2.2538672402392614,1,train
2.362137876187793,2.2926736650270456,4.484535590894823,1,train
-1.092013457546283,-0.6213415497646257,-3.337795930921539,0,train
1.0419645791814691,0.5680117042988644,1.5574943930157448,1,train
-0.02486908645926548,0.07711458506619856,0.5037171274865572,1,train
-0.5004080281686283,-0.08100169438889138,0.592163903970519,1,train
-1.5369733417895965,-1.7769457676881146,-0.5048411491879292,0,train
-0.1749203912442473,-0.29741476017586327,2.537907053151373,1,train
-1.1651581666307487,-0.5819430997906849,-1.397772941131056,0,train
0.16203321105212923,-0.2692031904026797,1.1571517693857578,1,train
0.23487817892581803,0.6151190004048511,-0.9135085021982718,0,train
-1.336510854883706,-1.1479451559711944,-0.3829760547829988,0,train
1.0388803187566944,0.7480453265972506,-1.3776262733507485,0,train
-0.27602722285506454,0.6042895862676069,0.5449547283500316,0,train
-0.06432110115561485,0.34735758085938756,0.12880608666805718,0,train
0.20151552756671814,-0.5687388623837892,0.7777677431521345,1,train
-0.45680016990089567,-0.8422748211918343,1.0288242839758204,0,train
0.9800605707376125,0.6281384411991703,0.7845677117159505,1,train
1.578600126655784,0.9359003186847864,2.4729436423243123,1,train
0.1447282883726958,0.4917897373559858,0.7256955889553489,1,train
0.9111530625318982,1.2078444659019536,-1.3173991620550596,0,train
1.9036514881859046,1.6419622001161656,1.3701292207305906,1,train
0.7037558173671667,-0.2712627638882439,0.9827649060592858,1,train
-0.20398793293437587,-0.6776473505457383,1.0895958175833478,1,train
1.237087452720169,2.2705201168360816,-0.12319612046478934,1,train
0.17300807319784323,0.05779256176191064,-0.4681851355916967,0,train
-0.15237548503283746,0.17495643204962327,-0.5936803331009562,0,train
-1.4167782211349518,-1.9237921531020619,-2.811790759424632,0,train
0.17698485974455508,0.2515133288045859,1.7913140922958086,1,train
-0.8305609425553082,-0.9156811677817651,-0.8642838778282216,0,train
0.2761225430163201,1.2040815079175677,-1.2970150479208553,0,train
-2.1137547041015496,-2.065165408858021,-4.724759664948008,0,train
-1.190887088726539,-1.0206623270099813,-0.5468905044848582,0,train
1.4759924081806763,1.2969585585776566,0.4424417148943365,1,train
1.7574356644721152,1.7557311089506806,2.268349814965531,1,train
0.35740881967126337,0.7185121196158797,0.684949616153688,1,train
0.2607162468718962,0.09919988859487575,1.7172011871667672,1,train
-2.3848983469624327,-1.3728506727057106,-4.945698273903499,0,train
0.42667592174294255,0.34545369592321484,2.0496982238996218,1,train
-0.744797242809377,-0.6077175975338986,-0.7281899826494636,0,train
