A,Spur1_shortcut,B,Spur2_shortcut,C,irrelevant_1,irrelevant_2,irrelevant_3,irrelevant_4,irrelevant_5,irrelevant_6,irrelevant_7,irrelevant_8,irrelevant_9,irrelevant_10,irrelevant_11,irrelevant_12,irrelevant_13,irrelevant_14,irrelevant_15,label,split
-0.5029158999360099,0.4229808487033008,-0.3800904632154089,-2.0908885679232085,-0.3494626918068185,1.1367798218217504,-0.9042633878118012,1.3604956855505277,-0.027952179582253267,-1.2633023969581054,-2.0884148515098477,-0.9573608473000996,2.2202858718745264,1.266105244456808,2.4327534689071557,-0.7737143415110941,-2.2446702703965373,-2.7753867491760937,1.2879904693038544,-1.0284604722717847,1,train
1.2178904370877544,0.8298022686141264,1.6756556783786776,1.959149835710864,1.8592065002086269,1.2440770794225489,2.422108190610826,1.7014627999187204,0.4542856005440996,0.8343507113681681,-1.3155311025925598,-1.0509820576013913,2.8794486258777585,0.5151922750810487,1.9541629605554351,1.0043668045567324,2.0670587079739398,-1.3070854984999405,-0.949901732986012,2.386203431179933,1,train
-0.2711194069547709,-1.114844921237692,-0.9495195304359144,-0.2160549603927006,-0.6978049753984816,2.921832636906032,2.406860767720304,0.37348216830622527,2.588246346573595,-2.442016085956177,0.46577291804032517,-2.7157992208618587,1.9999781153073728,0.5922004125923304,1.37216823528636,0.8539307132279175,1.5175814765453925,-2.6706544857464363,-1.8106950762806402,-2.7088207391353345,0,train
0.7301833239723954,0.1344065071459499,1.463128415367296,1.7908556468930277,1.8494722809254245,-0.035320530692872554,-0.17775338811016117,-2.9074238350635353,1.161475099677997,-1.3153282536646602,0.8895731500224093,0.19171515229815705,1.662339699598644,0.231267385986079,2.6371383101027384,-0.48841012358814395,1.3675581478452907,1.2174583631284426,-2.6771329315278374,-1.4978617984426847,1,train
-1.1693055169964497,-0.7386425348647563,-1.2834439322737765,-0.8820104045821012,-1.92396781075098,0.2817330735333017,2.3057948965897213,-2.802704224857133,0.20678006124486026,2.135030761221101,-2.3882943364733853,-2.3170539709522444,0.5344029439481017,2.2079779393996457,2.9072407726144416,-0.5729367106242007,2.4247532091652957,-1.6331327563307505,0.3303173321364037,2.269823151841445,0,train
-1.4294668995364466,-1.5525665814721483,-2.295195129481186,-2.9560591300694217,-4.112288030304001,-2.1525858078394373,1.4428977987921423,-0.3776800561899476,0.6146542159143729,-0.7357328777009153,0.0016757587248219519,0.39120601504599084,1.3596007447751217,1.1356947622678149,2.783331932987861,-0.2268128699739329,-1.8064593594261014,1.7606796993222817,1.3544544801785632,2.1204363413369665,0,train
-0.0232727819960661,-0.5751273362541485,0.581997659673422,0.3957350540605567,-0.0029460459081415,-1.7893497153736506,0.9728356308713542,1.6086944703239723,2.6529275149993135,-0.5281339309501001,1.2703204290296306,-2.1552902571431005,2.2147416005977205,-2.7507822331935596,2.8498110800928997,-1.713188347669001,1.6514034564924782,-1.5810401359975412,-0.21152489855886736,-0.9521160725601945,0,train
-0.447792533862708,-0.1655524974644948,-0.821435903668484,-1.223407167305028,-0.8903826141190445,-2.1192653069512613,1.7677431883003791,1.290303534090564,2.694742927204849,1.4742362750894504,-0.4027035263296259,1.3858326706454576,0.844590712741526,2.5279509814993606,-0.4189017297695028,-1.8175837025286292,0.3169282307120278,1.479733309468038,1.3775377575353651,0.37050937109056603,0,train
0.0880751413362957,-0.4331966605373262,-0.2298343528863112,0.0559720459182208,-0.1625684929629543,-0.28473625323706897,-1.8044978364922881,1.7626052815853828,-0.9097995941131256,2.3825468750400294,-2.398912711189875,-1.340262561670916,0.7886680928555299,-0.3061778624603515,-0.0905979827097112,-1.3693391829189452,1.1407328463299669,1.4191966955852544,1.1011256992319698,-1.7379147612792767,0,train
0.5252955930066644,0.0141870219955829,0.5540141196612609,0.1201246010221415,0.6076014695305356,1.6211554672631718,-2.1399556205311825,1.6517994486709555,-0.17578013250219238,-1.8876313603970545,1.3313306763926114,-2.3049716512321545,0.8668517638548483,1.1213289509050837,-2.126354773516678,-0.6001418008870576,0.03893658176916892,1.9406809038736286,-2.4959980384217557,-2.461168209006445,1,train
