A,B,C,irrelevant_1,irrelevant_2,irrelevant_3,irrelevant_4,irrelevant_5,irrelevant_6,irrelevant_7,irrelevant_8,irrelevant_9,irrelevant_10,irrelevant_11,irrelevant_12,irrelevant_13,irrelevant_14,irrelevant_15,label,split
5.084531036282163,3.4603595268404868,5.52485416134814,4.350800441596538,7.460377026157834,6.4664839953382645,7.5641424920537474,5.8277777184074395,4.4706122126469685,0.5690128174865516,1.7624473795860418,6.666918513118935,3.6918260816080073,9.03993053509441,7.339195742094407,1.1084437821111537,1.2963991469117553,7.357181218872853,0,train
9.324315849762826,7.874042916066215,3.4469636083637023,2.6146879954276403,9.586867073848884,0.5685492250566815,5.300598088048921,7.711612817595677,4.847901026269243,1.33395004460922,1.0761219760390228,0.673406433586049,7.311221644222853,7.8781458973254805,9.802662821258279,6.272996857671443,1.2508289617908541,5.171854490001644,1,train
8.303001436075617,2.89658501375336,8.377732504660898,9.686498941771793,7.344893164630052,0.8293185680153836,3.025971373134211,4.81112419789122,7.017701391768139,2.576324202625886,7.189637549570959,9.888237782835153,3.24943752029065,6.723463387984036,5.089658373115987,5.152042046390056,3.9975869153358214,9.658416601600827,1,train
2.424795106464349,1.3415987845519954,5.801770924136356,4.732489289404043,8.657426010033596,0.8960513503993173,5.472692877769147,8.114797440883002,5.2273635851756275,5.464138223072784,6.143376141163022,9.477372557824866,7.90932416064012,4.2241902393908335,3.2535052810547493,9.068816824512286,0.2731776777849948,2.091361796410205,0,train
8.37091864259971,9.486851077709847,6.282772731620195,9.502083589618396,1.3514212238294643,2.953208593330806,5.685614572081382,3.980198816430822,6.089360830006471,1.0635167747058472,2.8438954109303403,7.879179991509711,6.64283071221938,2.4578832150717886,0.32070590412440314,4.039912869826771,3.420693302955995,2.527626787011048,1,train
4.228770228097693,3.5006025972949173,1.1166371189619817,4.326232096085173,6.2131055243921836,7.978198362721624,7.342272995480426,7.345962333210954,5.881188672072765,3.3007491774626874,0.24678799826124087,7.357420103217783,8.044812668251492,8.240327724337488,3.9897209313168105,2.3849015113306637,3.0137451195546383,9.836314754645649,0,train
8.963638962123886,1.80432025175172,1.4462469057463063,0.3799387866763637,3.2088548397757553,2.47182866270529,4.812357164464538,6.033721005162316,0.20580047032230708,5.251398381729587,3.977127492139484,5.441802579053369,3.081750829022696,8.636058820368271,9.251365028438535,0.33461751918594795,5.011997705732865,8.109063207810363,0,train
7.183114283936614,9.537491166669437,2.300885808896637,1.1498036933377165,2.790045994767365,2.7732915676469716,1.0094492428073476,0.1118906803352826,4.445209487914543,7.58005390059913,7.470898440283548,2.654432072833389,7.391417542310879,2.0971867677766163,3.2618063983180523,0.24228092712014426,4.882393314881445,1.419719126621245,1,train
7.042974787327673,4.373513938513929,1.5145825511772064,1.251859567004131,2.1590085270686874,9.975690419415592,2.632025161751026,6.6202053503692015,3.9243012127217067,1.8468057997263587,7.44827876910758,3.258054531749072,7.093181873842918,4.056249059651278,2.952672674251434,2.2809675195915355,1.011113306208009,6.462657742196186,1,train
6.661794083301961,1.1515862228558904,2.668357646683272,6.3090509854801855,6.403520570243979,2.997561876906353,3.3134110067314637,3.9182136168053794,8.147760927899279,2.0481756931167636,4.7169809304506325,1.891257865904249,0.8640862571869556,3.131548983480048,1.0685197798524848,4.059739107586237,3.0299317228931466,0.11234486561441548,0,train
7.337092507940421,8.51269077374833,4.351676267835971,5.225660059069263,3.3055183262854237,5.942313605390261,0.13346866363348586,2.1425349965801432,6.944569309142649,3.1759319124846277,9.75498531176071,9.868489818219807,9.898701411919792,9.206317694481394,9.644993929198488,8.087131222214532,5.041659678491394,1.3134463082821846,1,train
9.20882634475145,2.8994742052533184,9.46915211796538,1.9176335334495875,4.385786380174405,9.703541846759402,1.131520100651081,2.7373141648712016,8.779329127529962,5.301589136054639,8.051703908167086,8.920022498336092,0.1159569933791138,0.6760571497868761,4.302608285467874,0.5216581675521381,0.23413976655312752,7.302232093389995,1,train
5.862531493681116,9.3836076478572,8.008287771136736,7.331118620509268,5.823061513944213,7.86475015722038,5.738826322529905,3.5772882482853516,1.7447948190787,9.818127415374803,5.2585291357935375,1.2460485786275688,6.432574058349455,6.4795317859911155,8.973764748048488,4.268285525780122,4.643522202044398,6.44093204977877,1,train
4.096790009646799,8.745863168079135,1.3639379365771735,2.5600450449425716,3.9125100967824586,4.06975545550194,1.2700876522887705,9.124626192277486,0.7164957554058804,9.273938828436169,6.175344992768049,2.3962127756150933,4.093709652207034,0.4399420107931895,1.9286184501430126,0.47830551322376347,5.786465515308486,0.7036540681988368,1,train
7.342528720085353,1.1759934136511907,9.58419047190799,5.952575365809453,1.9583724866639884,9.114969054247442,9.151736938419964,2.2468026379103243,3.5581765745496527,4.4722683033643325,4.8260766534697055,3.7020964978523665,0.053152672332130724,0.8075759337945732,1.9332646727364333,9.85901658012793,3.1632029658506697,1.1034290628302212,0,train
9.928702504040077,5.621694614377304,2.0766251651228393,8.273436147520666,1.3340336837106859,7.149606486349374,4.253796619316913,3.168730304337232,0.3369586098431321,6.57630644415946,7.63730207040785,2.185043586669618,4.594896338953274,8.416242653899422,0.7391910551738501,7.894085028456446,3.630097896238186,6.045545177994011,1,train
5.065021057274186,3.7298827466434,6.33011355509028,6.381727986697896,1.7332485162698252,8.677735152850273,8.312174709889707,7.324548297136879,8.453060610090674,2.4330428120550183,2.6024554287051482,9.621483117374488,3.518318767971299,6.877796751156044,4.294500770660699,4.225844385396018,7.129254134798738,5.74613298035647,0,train
7.516913465028083,2.1777297655323995,9.65746759314235,3.0351956738131847,1.5334359922874452,9.541729772152218,5.519363252115037,8.635476975063202,4.800566086270653,8.551862146052793,3.8201292657335815,8.234560804609476,0.4987331299499387,7.927395179140868,3.7476926505804276,6.055693921082139,6.55046625284445,0.8845938107013784,0,train
1.1507288197210743,5.852086583910006,2.5302530961172653,9.46171382545224,7.298768533508797,4.115480550372258,4.821183064936533,0.7637275613352623,6.840206949430982,3.8312579192643526,2.7415406954045904,1.1543622721353308,8.688867761269321,7.576881895709263,9.288328367765594,0.18139730566731682,3.9578330480889545,1.3673137622280584,1,train
4.870422591580342,6.744029907899742,5.178191503349115,4.783571658298127,3.881731110700599,7.308829158796608,8.04294455710669,3.6613609007584835,4.93876063755784,8.77207817169769,7.638783684900679,6.846610613921623,4.34477718017514,0.04009818147277522,0.7182428386005468,4.5925000469218045,7.148528870351013,4.086531958881942,0,train
1.621780280943787,8.53349725865228,8.696959122425302,0.16310464535667202,7.663840050064552,3.867491353382545,6.977714968080184,1.1994935545042162,7.112302421949486,5.8620989445100715,1.2883117711928316,1.5091848005894348,2.568930165649157,3.5541507701252293,3.3756782824130593,6.330999226170592,7.247947315745557,0.6011783705563023,0,train
2.047188924477606,6.721352882841756,5.217359397698899,7.726350843746108,0.7633000460526562,5.641244736046785,7.942800245654999,1.84767368794293,5.606879664362187,4.076914513444922,7.585059565625051,9.719508768008081,5.536158220109587,8.797357485784666,2.684107517750408,0.10879502266289198,4.373759062203318,9.908860836543075,0,train
3.329170537569082,1.6213601304673129,4.161271968066409,8.047399625666847,8.3305074685079,9.748248786667842,5.193274765464244,4.148815541991748,5.9957939485577185,0.7632769531371408,4.869266237616331,0.36147924370083184,7.182365918031138,4.3874791864792515,7.498138151580762,4.141615721736914,6.563371214366996,6.079033295642047,0,train
3.459153768176885,3.770252492721545,7.2236352541097855,5.37101387941321,2.29100305941502,1.0834782682765975,5.272173302822178,1.7494417640915916,2.3500037333017554,4.120245972415307,7.2420642522857595,4.010656271700375,6.807064838461816,1.0167167813017453,2.2688125578517826,6.323526823669102,0.6330061276548016,7.446747532018753,0,train
2.490050221653441,3.070800136121691,1.4990831214768312,1.684058800838466,1.7715807114274773,3.32328524042666,9.849370976356887,9.864306374131015,5.622052789184002,3.106934797874846,1.2167234136392568,6.614187502810575,8.46029042751538,5.434751671856043,2.088852753378241,9.003509662881763,7.010577493027521,9.08345947032891,0,train
5.457417856509616,3.4185174928512994,2.7878666016651614,5.994493514878326,0.5493899804247937,4.83814747086566,2.9469408791467777,3.235653097848611,2.444946977647382,2.8952690599899125,4.998580210819329,1.04956644978911,1.8945942616394762,9.981779685208892,5.131541933456168,2.9735650538865,3.653000824656444,8.029068730091263,0,train
