A,B,C,D,label,split
8.635857251293654,2.3803932420090117,5.794910806566514,6.169223869325348,1,train
8.596334841329409,7.444284747058914,8.870852776234559,6.465912126515845,1,train
2.7408059181584496,3.0935102324326778,7.298484584704166,10.133427822802272,1,train
2.9416014652500033,3.9875954795441206,4.30863120268496,9.01088884866837,1,train
7.6480463207267775,3.625561793802494,3.7620290108959757,9.536162354802821,0,train
4.919629698175976,1.0509974753149545,4.835421744653961,9.036252867216229,0,train
1.9785490334200388,7.793260612711243,3.418965955096729,6.397126844891588,0,train
0.9273289586349445,8.468829615690375,4.197717517190627,5.725017010654402,0,train
4.973079705966847,7.643022522649607,6.477007940165763,10.24251973993381,1,train
6.812609121490619,5.6326453953218,3.2093806080248157,4.991761118048302,0,train
1.5876424051692613,6.444827786949932,0.8765383290927895,7.09027941501855,0,train
4.728559265325774,-1.0766568831584902,4.4685510864646405,7.808442948007164,0,train
3.2635318068183867,2.917136963486432,4.01081894243347,3.0619367079475923,0,train
9.223179850275521,5.036842788145913,11.79408219246999,2.621425467029771,1,train
11.310496525702177,1.23952731031226,5.742842780716703,7.872465817180628,0,train
4.375402465850683,6.287149726645858,4.997741216028574,9.229220574751078,1,train
9.037722371488723,8.258076277265095,4.86633739627105,3.4727824379138674,1,train
7.433029299684932,3.138729286953948,3.328829132204378,6.301103375001195,0,train
8.56616162266332,8.706050005907338,3.94121007510493,6.410544738054545,1,train
10.67887023834846,2.8880588217603362,5.086710590991967,7.291789839295736,0,train
1.9724669277680058,6.1960416178525435,1.0818251638455305,6.29483589534361,0,train
3.9483565614118836,2.193076332382495,5.717229734265966,6.172136961269029,0,train
9.881772521255158,4.39283463256078,8.188721442210007,0.4331806226145021,1,train
2.4473616337090878,4.038834602443905,5.983292056355834,6.190113753611796,0,train
10.404367048312238,9.154791075172902,6.8761254767297,8.994094690354977,1,train
5.124455118962484,4.023542451215767,3.9109603387162095,6.475846877170515,1,train
3.0856687458118777,2.0592993029540887,7.309915968658713,7.126485171537891,0,train
2.9033178521089766,-0.8761167523082876,6.130408800728551,4.059233218039361,0,train
7.922169123503615,6.729077722966542,1.9598504980071434,5.5362933132632435,1,train
10.39634330726217,0.47954834107732514,6.920182589234367,-1.041866074355923,1,train
8.81155522577905,6.450822927601248,5.94166384118581,7.047650444247363,1,train
8.47623973000332,8.07659185474302,7.769307108613305,7.6952966674273995,1,train
0.7119943285701513,2.0424449171523467,4.283667825980562,8.219744551128926,0,train
1.1182808587900852,6.821167556764599,11.147308008429121,4.144390552369395,1,train
6.243298985825699,2.3570919845698555,7.660234189397214,8.789563799199605,0,train
9.129384125842025,3.524629856352512,10.0034353429213,3.034262018490489,0,train
4.68860893551183,7.758637674125968,2.2532801184423823,2.366340081656627,0,train
5.8456049913199495,0.4011874460798117,1.078689568800085,3.9451681591505716,0,train
9.413119378517129,3.2142192579331006,8.62060634013266,3.7522264901386224,1,train
6.342949949771044,4.2905657004651605,4.3532679842716915,1.13289089561954,1,train
5.213767744983026,4.385715417923381,1.0102082184410583,4.434512611663125,0,train
4.625160634396685,3.878075314065583,9.231419550476595,8.573602425500704,0,train
3.4678234652526814,3.1732181029161506,5.992353675817499,8.61737447239767,0,train
3.7886345607305767,9.536534215199488,7.7373338288182465,8.786128464619347,1,train
11.949700951914531,3.666777256357896,5.946203906044436,4.027859129395912,1,train
4.743923112263845,1.7937162812642384,9.256381513959472,3.6009572629081563,1,train
2.7096684581620396,9.076847605931462,11.081679642174574,9.178972404903371,0,train
4.554447891503701,5.940506183955112,4.577304870341753,7.802521761659941,1,train
6.539140491460842,4.1119298889746005,6.595101473350079,-0.5513192430722142,1,train
9.466227091340526,5.92482845995027,2.1575988833751767,4.158110659834131,1,train
8.511540912264095,1.5413961172723165,1.31394092356643,4.477567118340325,0,train
4.985295581819811,5.843807876552974,2.7787597856876616,8.056041783957236,1,train
7.710039357587129,4.799561848902859,8.450811296975155,2.3272233406919263,1,train
1.9760595188656442,5.200471148695081,8.872387694377279,9.405562235251603,1,train
5.382664818052105,10.057363835146017,8.209446388890752,7.841645897475401,1,train
