A,Spur_shortcut,B,irrelevant_1,irrelevant_2,irrelevant_3,irrelevant_4,irrelevant_5,irrelevant_6,irrelevant_7,irrelevant_8,irrelevant_9,irrelevant_10,irrelevant_11,irrelevant_12,irrelevant_13,irrelevant_14,irrelevant_15,label,split
-0.4578652063315629,-0.7745918210109156,-0.334389764491191,-1.0062772064115197,0.6747110810803942,-0.8977437128978685,1.4132068352808236,0.4941989276634946,-0.4502615634109215,-0.9839215867209463,2.2378867127574775,-2.779536137783052,-1.3407755217117339,1.4134172807760144,1.3870173111900772,-0.06245896767580472,-0.3750484527901208,0.07145215506019942,0,train
-0.622858682152086,-0.0853025388231659,-0.6543723356728994,2.2340910828701537,2.950812727994324,0.24895186907205735,-0.9248068698741849,-1.7210316657531866,0.8428245157436842,-2.2264623552750695,-1.6342984602610675,1.0284538745774225,1.8028811700092986,1.0374730767021085,-0.8888949630235194,0.44003449715372644,1.9200139301028356,-0.4978185769883827,0,train
0.1352900264295451,0.2853350318661936,0.0781453513772601,-2.4891699126545275,-2.49388458597231,-0.23873262792461847,-0.15797724476843755,2.4038231175785194,-0.8438618594055909,0.7610876757355711,0.8999090125696074,-1.2888217887060214,1.2968385591167173,-0.7607857073947561,2.9129100315496386,1.5883087033994954,-1.5697346574769646,2.4184715285881393,1,train
0.8439025938066932,1.3493922849225006,1.6108347954921969,1.0617536231489362,-2.5186060213816837,-2.4705966484949053,2.4843416555277855,1.3216796931137018,2.3327310809496735,2.4805129159423194,-1.4878676453217154,0.06590115540310593,2.5373468500328533,-1.5710718756964295,0.8048066447349489,0.9738635032147454,-2.4046729620058978,-1.557924409422269,1,train
-0.1484986881540209,-0.048709152453236,0.1076612155232046,-0.10312218402847284,1.729457707995818,-2.805000846989194,2.839905011600088,-2.3391100384692547,-2.3233962583205656,0.07805096970766456,1.4936146018078862,2.5938970895394715,-2.3674413977746536,-0.3761658748885879,-0.7964415363272113,-0.6436854522015325,-1.5999686168250322,1.7117542535659678,0,train
0.2624837818562643,0.5648349762721594,0.6162295782274049,-2.2285205681630735,0.7276533322842007,-1.1434601577788037,2.6394616054425732,0.7453832224663262,-2.219722970582596,-1.6413342597771903,1.4632736795886536,-2.430996513342889,2.8086787291067723,-2.8910726825387734,-1.06545950240305,0.6641113617244807,-1.5746123379607788,0.8631711202386778,1,train
0.5316680380506725,0.7374241843460878,2.1107997638474765,-0.026041886294151606,-0.8461454222241154,-1.2873024947173042,1.995776164431605,-0.41483870663483824,0.10250341487836412,2.349364127135127,1.2726049562921617,-2.688509247391435,1.172527298508669,2.40186377415304,1.0383633851717222,0.437278711961252,1.8309818937251927,-2.4912795401582772,1,train
0.6898072998697508,-0.0401526602704557,0.9950639090413862,2.1571778686765173,-1.628555528933206,0.7210790182545654,-0.01371767380967892,0.02603246113559865,0.8332540186540394,-1.1210329082290043,0.8522144481861256,-1.1728858344119155,1.30382526444035,-0.32574997084220825,2.87335414203915,-0.5073975137411806,2.5311434473467482,0.2935111065850933,1,train
-0.8918986670310757,-0.2900669157460405,-1.4298656226157913,1.34753508453753,-1.541393366311477,0.30325189159963517,-2.644577335338634,0.7492100345674271,-1.8215290963433126,1.3088575247734644,-1.6018849629084382,1.687616997228965,2.549727211801378,1.6745547455486205,-1.734486780784029,-1.8495690246662675,-1.657197538611806,-1.5681111732775763,0,train
0.4688204243240464,0.0711856542015891,0.3870500641572617,-2.7629993494410705,-2.602121773071045,2.7916089141521985,1.2321760254472125,-1.2154028044407723,-1.298134233191531,-2.6939597689057817,-2.7217400545094304,2.7613912936875047,-2.5232289591713206,-0.14848350366120466,-0.5106825252567979,-2.2372654123605926,2.9916628181208296,0.8621516871908104,1,train
