A,B,C,D,label,split
9.063754759543567,3.3138335395416743,8.616686163266262,5.181796683137728,1,train
7.740679626297061,6.524982224266696,6.375490971180909,8.83447944302349,0,train
2.9748102464647093,9.32031849576433,3.884770703464355,9.659001287591966,0,train
3.690301944082388,8.138468572959699,5.270692921264219,6.776078777980626,1,train
8.804547728002444,3.2375239659598565,5.057520230764464,5.3646236654344985,1,train
6.0895361200866605,9.340092461037035,8.721326938152878,2.735497443041388,1,train
2.4773823861161413,9.299880123466298,6.641260958230413,1.7699618308944802,1,train
2.522804665234228,7.064479683666558,3.402651226947096,7.732795476822168,0,train
4.159429402324221,2.3083767410876272,8.443723248885533,9.063602430607054,0,train
5.333276756558105,4.848256360113091,7.288449078454464,5.7762765677439525,1,train
1.0010160700072874,9.600555529046307,7.06396554233691,6.907487148249527,0,train
2.655905405209312,5.453067018217896,5.865817345520553,8.147340770178953,0,train
4.8950502066902635,2.7760636288771945,9.509152415206625,4.224641701951586,1,train
8.741743592934824,6.044670685613269,7.916303199989104,1.564930401930315,1,train
9.89846660380151,9.809105385439782,9.170748311397084,4.4258688253541205,1,train
5.6391727882407094,7.340547073808155,3.881899537156861,1.314246248922125,1,train
7.018978962564558,1.2861775866902154,9.350461380720574,6.231941078976522,0,train
6.0300801124553205,1.249033526137238,7.241135141122219,4.540575730998537,0,train
7.496938826248181,4.88973007996626,5.149549738423873,2.520086754149772,1,train
8.983115295615292,6.539077342354922,6.1755342537308975,1.0107035084346139,1,train
1.2227498591188937,2.4303413831587206,4.434564912889044,3.008576753813122,0,train
1.7845849072987785,6.461084747428035,6.856242902701843,3.3933100656156605,0,train
7.41262585227445,6.9490208263902895,1.1158467531424967,8.797066889794653,0,train
3.927519979300469,1.357662156954364,5.994294749670116,8.296639346463017,0,train
9.262800672138697,8.656131680255887,2.0966584770717875,5.178485756820844,1,train
6.66308460689194,8.43774452825522,8.403900766688636,2.527326813326453,1,train
1.275080724895827,5.895415818092417,5.713387922697327,6.210096188523688,0,train
2.0293651863073596,6.403494698728332,8.171434661917292,3.6654016532589555,0,train
9.002743039574716,5.595846753252339,4.940352991822209,6.762439779798094,1,train
9.035284693352223,8.830045951360024,7.826769394779009,6.474221903016616,1,train
9.224997831948833,8.836265080941615,1.6096448590110406,3.8208987951231705,0,train
8.3777161233266,8.118137987218828,5.832099451692436,7.9581919594888255,1,train
3.321656629987188,1.632891695151168,3.200849837125192,9.257667104890828,0,train
1.7040684720916812,6.227380292981085,9.925525229749049,1.888001105117071,0,train
6.484474949545162,8.485794241153457,6.3260757191713095,1.783382048292073,1,train
7.054754167681847,4.542223596606974,7.765588938772431,3.610413762943426,0,train
4.683197373570762,7.7809874882546675,6.833232462280057,4.551140339514852,1,train
5.415768465803516,3.9795384134450646,9.734483420941272,5.414314653866958,1,train
7.812016319529857,4.0699721786421845,2.526428456083518,7.874857696669267,0,train
5.677674311483094,4.03540629549988,1.9780858767970397,1.28677109196068,0,train
5.627165991796119,1.667512769041032,6.5153084288390675,8.082442745819664,0,train
3.443285709580379,7.147971243101878,7.900656537845226,4.089265578086405,1,train
3.2305516663099745,7.3064279387568885,3.7834729430883165,7.201733137923791,0,train
6.7738342008594,4.65825309203068,2.1661841613099155,3.8102210706291713,0,train
9.925458987005102,4.865162775526505,3.8006016614176863,6.721048852549451,1,train
6.621454249565942,4.313572480603991,8.452590433317756,8.57661092323411,1,train
1.3540010398341908,4.664436898814781,5.4138408103943085,1.4730689098763023,0,train
6.426464796054425,3.528963372907913,8.77736104752782,5.5820790309806005,1,train
8.205935300940272,5.623074327518437,1.2448885813937483,5.555476507877687,0,train
9.67683573827928,7.531519557923806,1.7160047250603194,4.461642426850418,1,train
9.5698685982967,1.702240935149363,6.947639900159226,1.8665134644767196,1,train
5.088169597309581,7.467592853310384,4.533511656858842,7.422991194954699,1,train
8.750611976396613,3.66106235659512,1.6348855091925079,9.461282801745044,0,train
3.1123999560147264,6.8646234380661015,1.153052562414626,8.98734837643497,0,train
6.683454000945671,2.956571689575905,6.8503427947883955,6.332808478189747,1,train
9.565190265988555,2.617426747976573,9.813050832790967,5.6125239443563295,1,train
2.742656645511123,5.465980004312695,7.534934193077323,3.842248304425921,0,train
8.305022981949955,9.852497688405222,1.7541828709939213,5.7068117460890715,1,train
8.485386587769863,3.371211311585917,3.9566277538735752,7.245852070556101,0,train
5.502479711542557,7.936331593743692,3.7865451891914934,8.466683505113467,1,train
6.422823431819222,1.676545878349602,9.306358124522868,9.099817218542222,0,train
1.1363090940443572,4.06993622699108,1.3113348843629344,2.7118018684729566,0,train
7.501305561056506,3.639603147797752,2.525419039042591,5.732871934004662,0,train
8.213699914381065,9.306970521701123,9.81879106868836,7.102803849313188,1,train
3.8909103525410473,7.516033700571244,5.9025384699198,8.98447633276303,1,train
7.2817715985337745,5.71196663944872,6.054121420138307,4.3442370290216115,1,train
9.074364050571889,8.954868204690094,6.655977787140018,4.517612846220751,0,train
4.057224414749241,8.712390405910305,5.506595887355668,7.139058898588792,1,train
1.4186379285820006,5.99177885698891,7.124340297212679,7.628928545747703,0,train
5.785659837825367,3.089953363310226,4.8564702527923505,9.938604915276779,0,train
4.704250870983076,6.6403346827935765,9.689671610031526,5.183541286670556,1,train
4.172798541078618,4.823273157716926,1.7635892660013877,1.3638278923241816,0,train
5.770237763902163,1.663627361569194,1.4055074500653442,9.93435278264541,0,train
2.739727637788364,8.416255945818754,4.770535734711826,3.9187615313351136,0,train
2.2151695372219984,5.837651616772089,5.395023268000962,4.854022339955299,0,train
8.695368515790957,1.6756054600626125,2.6546271643410218,2.4213546150161642,0,train
8.441544386569745,6.489851983766475,4.259631753065524,9.410412300819466,0,train
3.5686060126800045,4.4169077694400904,3.554479560828693,1.2281712139266252,0,train
9.708935565412485,8.642336149287589,2.5420078609685763,9.589616526525724,1,train
7.1021395640472225,3.2782440129522126,4.840149467539017,3.142854812332696,0,train
4.991208851203732,4.386923928771988,2.6804669554968843,1.9148673567810106,0,train
1.3177005455110824,3.8864232928514313,3.944939520821955,6.715900366461581,0,train
5.825903913778847,8.377509441216457,6.34720176729947,4.945322221915808,0,train
3.5049049718219085,1.3008010688604084,6.270922579931446,4.636197753031414,0,train
5.121284489872327,6.684235857310133,5.589678308546849,3.66111494115458,1,train
9.774345437267296,7.503152821018706,9.155784674685133,9.496012048574455,1,train
4.519698201041357,8.820429289364302,7.168637985965687,1.0034421855165883,1,train
9.960260505687428,8.365244247056298,3.5956172031985414,2.2193224955442776,1,train
1.8873224877860917,4.194043565279423,8.089476373762736,4.83541292343491,0,train
4.29949315266419,6.0905761821276885,6.561204377895964,7.367551592278773,1,train
2.3042532245282525,4.363235697666688,2.1440015632143736,2.812755110457861,0,train
3.031102586524792,3.677685921786741,9.969139902830236,2.6921112544560195,0,train
9.257996536265457,3.7520215690775864,3.5452276359960093,6.253586160994951,1,train
8.695577005154668,6.252670726947789,8.691998767262298,2.1680415561036073,1,train
7.106397764742864,1.3199208974807692,4.251723475607506,2.157280874945083,0,train
6.963596893519167,2.777651487941581,6.986762068687626,8.890487902272076,1,train
8.364027838077073,2.402647968087561,3.11907907751413,2.9124912813318686,0,train
7.087415428982373,4.038256138420778,2.371695024143393,8.55048670885973,0,train
5.170063325704199,5.664779517203986,7.157746666256944,1.6699514515256033,1,train
5.355857682746666,1.1996275177357487,9.182370057170603,1.5710847088845226,1,train
3.981163111199504,3.3276267320276722,3.873079380593799,8.142683126610969,0,train
7.664067626816336,5.911578571707267,7.965506550602326,1.087725156370035,1,train
1.5477705281982437,2.3294853484339626,4.064472185747579,4.125766222798106,1,train
5.4201762339905075,2.1095821244423627,7.729697651005204,9.834756188088132,0,train
7.877904761636285,9.218882456435717,2.925942276103824,4.411801846865079,1,train
6.544984824535261,1.4828877966410516,8.090563024405174,5.637425380445479,0,train
4.717481987472427,7.652524744384397,9.467559297150347,1.1272254075545973,1,train
9.537973064671773,4.847964246628724,7.44458151476507,2.757581471817681,1,train
7.350040655278799,3.3131826081555307,8.596718259218328,9.516615174322258,1,train
8.825917475855247,7.31984758813843,9.9614920475013,1.7284028661648032,1,train
9.615426086135049,8.667299531657036,7.402014578553513,1.4919298671101462,1,train
7.121197052405279,3.9758476469467166,6.040102947849384,8.944947833180748,1,train
8.026911032735509,5.354891493347262,7.81543187653201,4.180348562629817,1,train
5.03513444565618,4.125872093600584,2.960782588465134,3.007563648991752,0,train
3.036469689923905,7.604995007414614,1.796898132337565,7.1678595901288045,0,train
7.499887554723505,7.42385939657783,1.2086900315053146,3.995090082560045,0,train
4.8633351635777835,1.5221683297131157,2.00231507629492,2.7770917620997473,0,train
9.879767775046798,2.9164706039281287,4.575146950148323,7.288274998452878,1,train
4.4613315737029176,1.7079298553211477,1.0459629226308498,2.4940595893455235,0,train
3.9188108787150338,1.1898416638115852,2.416993407775737,3.254545067160238,0,train
5.23556864990692,6.696437550252866,4.663627558520707,7.618062099975823,1,train
8.18958315420483,5.636449325620903,3.3345253780149573,4.384598290319292,1,train
1.5032698534696518,4.116170969529614,9.020873846227204,8.584045249229689,0,train
6.0096441355527,8.850077341756759,2.510681637690314,8.250228455846427,1,train
4.975433395954387,4.586988344001375,1.5039616515966376,8.135758841599634,0,train
9.529960247467528,5.418740556585515,9.697529123720726,6.2512946768997075,1,train
9.011042134275659,2.4057488846546526,2.788646319121542,8.64082430061618,0,train
2.2010824201959625,8.916347310881218,3.4619072415070984,6.755563864163179,0,train
9.527390124975657,5.682956116872488,8.29600967588564,6.029883922378465,1,train
5.751876717132922,4.669848378446234,9.813204040661496,3.4965714038543303,1,train
6.0683463834319,3.4218043956978024,7.330809840961641,6.945764363334287,1,train
5.346114476474634,1.9053754379534815,6.624189936237813,1.9446525571974773,0,train
8.932907253985022,3.9302753879735155,5.9247467926379365,8.82760458097908,1,train
9.684026703390723,4.440576955784202,1.5045239592981912,1.5421002621946043,0,train
5.635731389242726,2.3292645669295418,5.0327063719500424,4.332244710770119,0,train
1.858943991632449,5.452232700864654,5.067188407797996,8.831488295693418,0,train
8.074749754764522,1.4979978470324948,4.946744457540451,3.834730943194737,0,train
4.72519990785325,9.986522182118241,5.651700621766404,1.7419087707367762,1,train
8.63319690096826,4.363835546469208,9.217536692314086,9.582142756548444,1,train
5.316363331615708,7.016773824415923,5.886600929032175,3.6347299182752426,1,train
9.153214420822637,7.512669136768927,4.010706895195914,2.715386633605023,0,train
9.429630119947271,9.67482505883503,9.297341554874235,1.835018397862609,1,train
2.6586366601775984,1.4129137658978679,9.792034739065238,9.668482954956907,0,train
7.996812137023573,2.1488840549883768,2.386362678550243,6.767867501739517,0,train
2.2114440029922195,9.690211126527142,5.533567398090373,1.34697621026385,1,train
5.930408914894079,1.064164638403441,8.943034056896188,6.094105504813492,0,train
1.2138438215109457,8.528873334366375,2.4389404178629115,6.820262602149818,0,train
9.189973247894704,3.7769229450036406,9.652088661658455,8.196307944959255,1,train
5.700962562531906,6.703513839548104,8.690142887889188,6.386323444927133,0,train
8.761576728710171,9.954951166777194,2.25049691757605,3.6358125749728525,1,train
9.362024707488665,8.873826337937427,6.7405646714428125,5.841876761976487,1,train
4.229542065043896,1.0588400451050806,3.0059410284215846,3.837070808043866,0,train
5.1228973700368465,4.097897121558956,2.416753785794024,1.4172620805291958,1,train
1.1849876134495976,1.697636926038023,6.478103242191202,5.8138009417231675,0,train
9.726100500634463,2.652456405310715,5.392173683598866,3.4916807136835386,1,train
3.641265915566158,2.22709525848933,1.1489460737647217,3.910830881346798,0,train
2.2600939393955883,1.6178824665737004,3.9896945478873986,7.733489445198486,0,train
6.006412196163722,6.946086765710426,7.655030957372996,8.346529631228659,1,train
7.032801293754196,8.52554409470147,6.147536141048249,4.89467743850051,1,train
8.658640338299243,8.55888851111916,2.3666352482444464,7.495472625366324,1,train
9.644172114901883,1.7675415759295063,1.0485975489661898,9.793659950645193,0,train
2.0028118153983527,4.367749920184122,2.707530750849031,3.3150378757936227,0,train
3.066112015851688,5.993195220373122,8.300603372769633,8.267259919154306,1,train
7.425924792584571,9.323492308167122,2.7207671509072755,9.653596900327972,1,train
2.0310820973828267,5.267378001465334,2.889213990618645,6.360533703302519,0,train
3.15239436149405,6.834211143563007,6.5944768635875075,2.0869458061304327,1,train
1.275999720396709,4.685556697552175,1.6474442165312322,3.7472824430654934,0,train
3.899428516081696,8.410532021860021,5.205107110578007,9.793428956581359,1,train
9.01191633183521,6.638543061730234,2.350724577714864,2.4221443986321036,1,train
4.968270392438926,7.222163215439453,2.541979118822523,6.451637025228791,0,train
7.479073468546949,3.3645563334622057,1.0325365233928143,2.785181812764407,0,train
3.0537222288025867,4.308471858287984,2.7250158535814073,5.1946237905788735,0,train
5.000029549163767,2.301381865522923,8.241302894361834,4.440141416568485,0,train
3.5917156010146316,4.936317815289264,7.505406496241573,4.796170592970961,1,train
5.809906981479081,9.834531606894075,1.1579801469506894,8.456224253402155,0,train
8.480251493437098,4.592607071879323,9.381064528268833,8.028740033086017,1,train
2.127086590095431,1.470783830618652,3.899022881616121,6.951912821263438,0,train
5.294838483182066,2.9235387614466846,1.1021614850488377,9.00963180050811,0,train
7.011519821398424,7.398481944610785,3.3947619957686395,1.5856446158668334,1,train
6.549907590908925,7.218457829566959,5.272468248687021,7.769988940055572,1,train
5.995235507251714,1.4844800246646157,5.845801155847845,5.1137356937481036,0,train
6.298221387882852,4.762948040249859,3.5661662333130155,4.650323078069253,0,train
6.442049320168244,9.432156502816019,1.3523493350447002,6.128391005423399,0,train
2.3294643218024396,5.076638723565476,2.875616640742563,6.11991429941282,0,train
2.6661320966814213,3.2866700187520053,1.8325527107878137,8.926541432053249,0,train
3.7837121740220816,1.6491717676187245,1.329687163427192,6.711234125574523,0,train
7.514556518465607,9.21868274473669,2.5046433207767698,9.956226162414438,1,train
5.822330989435738,7.630976035991849,1.9976113820744228,2.7710350654983755,0,train
2.220974212211441,1.9420860273731333,4.60885635763769,8.851053470389472,0,train
1.7552551766836104,2.0220511025764583,2.0129739880613426,8.078380649973667,0,train
8.902991670089367,5.3606388777065135,1.317815941570859,9.251113166164307,0,train
7.46791524709854,9.896399552203917,3.2051733891218404,4.470824032844061,1,train
3.9185993358197146,6.500581815713594,2.9689433992052363,9.89807253344869,0,train
2.641365439751212,1.8127146491815274,6.017762250401035,7.149875899086986,0,train
8.425184944352061,3.2486631199616545,6.241595395078687,9.64817360669392,1,train
4.6259062079895825,2.676601548750199,7.685633939290683,8.977023754091082,0,train
9.036187253308675,8.069636891018272,9.869256297553198,1.1227739218039754,1,train
1.6545732868735459,5.185437425751896,6.656067364201878,5.187722698463,0,train
3.050140094192935,7.856496609989337,2.0942871066205484,6.239569614638581,0,train
4.384114499041116,1.834178476265306,3.295128204869157,6.02880834165507,0,train
4.833699007494315,4.783790155349502,7.490355333769496,9.856491795280798,1,train
9.492552650355773,8.66003917998777,6.716579051151815,8.464272591824091,1,train
6.413239076916436,3.4606469512102205,7.703762673622905,4.01955826218791,1,train
2.458369230555405,9.469377013620404,7.476383948913237,3.1672468540220984,1,train
9.616522638524902,5.395302175721571,5.502458603053425,4.029988332044535,1,train
1.0981596808677079,8.515591124754577,5.863444012331116,4.405986721755931,0,train
4.854802870715567,2.9448713897952743,5.499827668305003,1.5381085131583632,0,train
8.752294942647133,7.61523645451932,2.0773220957877516,6.013268454027834,1,train
9.404533728521207,5.525340157157085,1.5073338374481446,5.155658418163078,0,train
9.759748005849824,8.913999456863792,1.4362875514909241,8.067248521902453,1,train
4.042224965601149,6.766903930784818,9.712761926401246,3.2478800943165287,1,train
9.545259622682881,7.533042028887163,8.985787777172554,2.4096427410343266,1,train
1.0240758972481117,5.453623847386709,7.9017069987690665,3.2174667191784434,0,train
1.8367745738203038,3.6394303462052955,2.3931084985508377,8.142224585193865,0,train
1.32998074655282,9.262189143790133,1.9700934997050692,6.061426933359643,0,train
1.073357738866184,2.7989030831826516,6.432383356729054,7.119862448195762,0,train
4.157232306739942,3.004896610750399,2.7936830239505452,2.0109207826233693,0,train
7.032992790356335,7.7729904760868695,3.896578490376389,1.6884748814505008,1,train
2.6391530946119848,7.400678661325788,4.215782510002086,8.284174025293567,0,train
2.7408158278944375,5.269892049345445,8.316388429584634,5.841907224209008,0,train
4.497982773983621,8.055239184526982,3.7944955589287264,8.111657543802327,1,train
1.7892988188619268,9.669734433136192,3.5058683638266936,8.813542580813946,0,train
8.815457579662464,5.3308764254084,8.601335432652132,9.363443547711537,1,train
7.732248029378541,4.896632946530733,8.15128201983299,9.75077083860261,1,train
4.833671796680217,6.118891903453943,7.192403611870093,1.1384733749359945,1,train
4.604000151580667,1.0604354554129736,2.9883353118808107,1.8232812932854596,0,train
6.700241917254949,1.9818317755725903,2.8107809764444127,5.560138011911572,0,train
1.5680528818776898,9.294599836673582,4.617245775551998,3.6838993112835228,0,train
4.408068542356173,1.2747562823967022,1.5677806006958257,4.509067685672953,0,train
1.9694234929195105,2.247279546517844,1.6571560247463704,9.336956500705735,0,train
3.4021517153363305,6.468828342107439,5.091961116940212,6.909244721412274,0,train
4.856058458952717,2.6483085001204656,5.975249302825887,7.926446887775834,0,train
1.8890104867366428,1.6567216276123435,1.0234454830952495,7.477769407780047,0,train
5.865306615815058,8.447603295703527,5.704303631402363,3.1029036175579607,1,train
9.93887269265472,3.7890208644744563,9.239514528133167,1.8477401964637963,1,train
6.321572602973738,5.937495132631847,7.278672916481568,8.955179070199733,1,train
8.893713055870872,5.491894765133063,4.173384604926259,2.8165366295915817,1,train
9.424639813520256,2.333886138653029,1.7819526332765376,5.488091076319029,0,train
7.358368518472399,1.0422801298482804,8.568178869266264,5.8587055401024655,0,train
4.487664374199103,5.327407042055058,1.127160023321992,2.039464278966614,0,train
9.315493416044752,8.186404514236358,1.0190420197354788,8.72697995115741,0,train
3.281218235285777,3.1706498911662946,8.755522541395038,4.798709793933108,0,train
6.368287787386522,7.491354004908524,2.775956249018015,6.0853340642938045,1,train
3.7836927034422754,6.4398938683324305,2.31907722166202,8.23716410193493,0,train
7.108654117879836,4.876598646861668,1.7727734691555606,2.4280228835134987,0,train
2.019747526870731,1.3907606978452907,2.0872977849122987,8.775741532604075,0,train
4.624575838793957,4.327623957114449,3.0502158281277207,8.188909462954012,0,train
8.921481955423214,8.308804901982969,4.041715309616691,4.167388817305849,1,train
4.2445903262248645,6.316830839163586,3.6552884830528503,7.661174231364283,0,train
7.900353744895137,8.14679074342564,7.3787057829327285,1.5612202534354902,1,train
8.39086732712241,1.272537837348668,1.7836883541535151,5.831870579041098,0,train
8.20503617522064,2.3541005638366066,1.0839546735847647,6.913873797481383,0,train
6.421381793258178,5.185903663156299,6.904969286455418,6.691712754688567,1,train
1.8264576644929449,2.905813839410314,9.202763165541395,5.99765559500172,0,train
2.865042283307252,9.583958254652112,6.822107638620938,7.790395873254187,1,train
6.501657395784074,6.770086077707024,3.9872462261286943,7.362711275492462,1,train
5.591019122212494,4.577509821601707,1.830506789087903,2.5757961606941264,0,train
7.282363521059643,9.752742853991936,7.6178261113881875,2.3293376323137047,1,train
8.662493941418829,3.099942201059466,1.635734158158088,9.690618913896394,0,train
4.708498610507391,9.353829524900156,1.9355115495551118,5.268978764458733,0,train
2.7597209555209887,8.669757853330637,3.807577348103996,4.850638274911249,0,train
5.448089036714495,1.2239786998321232,6.211425885134387,7.067964907371413,0,train
6.672046572533388,1.7956504786306398,3.7422406030497144,8.454098938181835,0,train
1.3717535185556922,5.634497288707437,3.514066710835065,9.87891595443272,0,train
2.8274466981410935,3.173610689163117,2.811967630392158,4.479749368060878,0,train
9.747039396560544,9.770018320185008,4.145538555511679,5.270611023444028,0,train
5.9264421303559205,6.100218842742543,4.243181252714816,6.6608569991514806,1,train
5.404796030473088,2.4252215000736097,9.97551688496434,1.445481265725833,1,train
5.024249254236467,6.742051278840352,3.273994527920199,5.339058264849075,0,train
9.709298475180649,2.250878868689468,4.454339542835946,5.288934226610103,0,train
9.52883161991673,9.321204548716487,2.8157163890137076,8.169265101184529,1,train
9.416806612251122,6.82183003524088,8.460180955989628,8.464086445899579,1,train
4.17284583324818,2.710459160467475,3.4542109443230764,3.612768735333388,0,train
6.692177494769948,1.2024646099632634,4.426413037235664,4.5584462718797205,0,train
3.616290786634077,9.916041487386856,1.535864126237623,1.9218251931075059,0,train
6.650692676075169,3.5929883520330788,7.706846680552203,7.5603818014900925,0,train
