A,Spur1_shortcut,B,Spur2_shortcut,C,label,split
-0.5029158999360099,0.4229808487033008,-0.3800904632154089,-2.0908885679232085,-0.3494626918068185,1,train
1.2178904370877544,0.8298022686141264,1.6756556783786776,1.959149835710864,1.8592065002086269,1,train
-0.27111940695477094,-1.1148449212376919,-0.9495195304359145,-0.21605496039270067,-0.6978049753984816,0,train
0.7301833239723954,0.13440650714594993,1.4631284153672959,1.7908556468930277,1.8494722809254243,1,train
-1.1693055169964495,-0.7386425348647563,-1.2834439322737763,-0.8820104045821012,-1.9239678107509801,0,train
-1.4294668995364466,-1.5525665814721485,-2.295195129481186,-2.9560591300694217,-4.112288030304001,0,train
-0.023272781996066142,-0.5751273362541485,0.581997659673422,0.39573505406055676,-0.0029460459081415147,0,train
-0.44779253386270806,-0.16555249746449482,-0.821435903668484,-1.223407167305028,-0.8903826141190445,0,train
0.08807514133629571,-0.4331966605373262,-0.2298343528863112,0.0559720459182208,-0.1625684929629543,0,train
0.5252955930066644,0.014187021995582916,0.5540141196612609,0.12012460102214156,0.6076014695305356,1,train
0.3161798146820059,0.9314211949350492,0.8368670451223625,1.1117981481226207,0.7638493238072962,1,train
-0.35797332652478464,0.2920395309746353,-0.3780355043213464,-0.5745836070004218,-0.5111792216901844,0,train
-0.9287436068353231,-1.043443455382164,-1.6179548311895937,-2.123197307222053,-2.2091128765125014,0,train
-1.0528274607881316,-1.2106095157347145,-1.2133525836076453,-1.197184009933721,-2.2444465302989416,0,train
0.23593193513123287,0.11957284350046571,0.5950756103470484,0.9080770751933116,0.5248707811546152,1,train
1.7183123458837835,0.9003253003177931,1.8735643194033929,0.49669771159965825,2.0446073186670195,1,train
-0.005898194631741081,-0.08220190494855047,0.051680346136461094,0.02327067457530601,0.0018739960842378972,0,train
-1.1922829676229914,-1.4081669559147378,-1.808683227281849,-1.5426607185202594,-2.88456951571766,0,train
-0.17444030259723162,-0.6409305636310596,0.010082364426880569,-0.8932194305824303,0.03710910449687796,0,train
0.7939331904940256,0.0441563739631059,0.7621548067452426,0.29889842475001877,0.5520178087779014,1,train
0.19299045084416147,-0.2765705084169746,-0.7667933634790219,-1.415827629292369,-0.9357512096134826,0,train
