A,B,C,D,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,label,split
6.267729183152346,2.5095839101415973,9.50823130227498,4.378389967906263,0.6279340423585082,-1.0751515394399986,-2.0327748498629195,0.34944256888506775,0.5333251735922709,0.466653094509361,-0.1407118157933552,-0.130786110900793,0.267438374363735,-1.1407003294744837,1.0789424724051964,-0.8198728795699051,-0.18648408498995978,-0.9029739577694574,-0.5735195998837602,-1.518848368957492,0.37738034591752684,0.637585390795487,-0.415593070423599,-0.8975591879027144,0,train
6.471484799390766,1.9259876587801261,9.863826251741937,1.5497985287491889,-1.1779155318219336,-0.4804026010045596,-1.5168058675507863,1.3000579104131307,0.722869889472756,1.544014725455544,0.125129847410706,-0.06124674698424338,-0.05193002717103458,1.1426629812497102,-0.24255743382661876,0.5861119381053871,-0.9832390016361499,1.276868579239752,-1.251992319643275,0.27617073741268156,0.11066787208104094,-2.2356964773907158,0.4307269306522641,-0.5317251997529923,0,train
5.364738666509651,2.308361952836442,4.679208214016749,3.319557077565837,1.7801146881408845,0.5832375014936945,0.5506271675428032,1.6945603013660193,0.2877245070689757,-1.095619853086907,0.44186106985973406,0.1549292524912809,-0.20465836804992454,0.4308713698514833,-1.2186276172744535,0.8021040505479906,-1.3494767743602525,1.981527830655135,1.9567058931060743,-0.09366943579349525,-0.7047239902675683,1.3977619809981416,-0.7909274983489671,0.627527500086869,0,train
2.103103619694072,2.6814460854001743,0.020517154677989202,4.871396958587927,-0.7836204044837403,-0.24777582393592756,0.14467084431944793,0.29061215132916884,0.17685013439089206,-0.07435208336326653,1.6470787794386474,-0.06472574159640115,-1.897919675475155,0.8285888931987284,-0.779472022923256,0.8511605063202382,2.779329072284911,-0.7029097462214337,-0.5776673977531938,-0.5019075730802693,-0.4584699774945476,0.06419735020366829,-0.8057448620749684,-0.857288565806036,0,train
4.077456052910637,7.411971992402089,7.023463032255509,6.408241809618913,-1.017336713919602,-0.48086992124365285,-0.27588791238750915,0.6533027630283627,0.4159331935845947,0.47823961170058177,1.206609590788441,2.1863665516072395,0.6748786469599728,-0.7390114904902404,-0.36767152957488847,0.3545942700800393,0.3238365702207271,-0.015108164248552363,0.6857953577659519,0.26587328155715445,-1.584378310106829,0.29785184478394,-2.2806642706381037,0.667077325426426,1,train
6.772496001777149,9.24276450000291,3.8336767439674735,7.537169662712384,-0.09348178917144492,-0.6111960159214258,-0.9127777073148621,-1.8849950246298515,0.004918168805693845,1.6653324590432608,0.12564900277824506,0.06655614700916405,-0.40460807907855106,-0.4896430255178416,0.6369250072583827,-0.10503670260184021,-0.12183457487138416,0.46724731617157816,0.532811778086667,0.9850047910554153,0.30667603041010577,2.227342286556888,-0.9835064019008614,1.4038532621679216,1,train
0.02100932853819848,2.2339724326175103,7.847522416210255,1.4152885240587654,1.3327541907402214,1.0226057960401032,-1.144512590687641,0.5240966440560646,0.9453570148970245,-0.45093279206644604,-0.6208113432587667,-0.5031195154851614,0.2981496245182385,-1.1133191799050217,0.6338513875338653,0.19758506076678342,1.7763551153370414,1.5963495272804047,-0.060387289111813014,-0.27187840844210875,-1.762392086526142,-1.5621098184562483,1.74058638169556,-0.33645182254820216,0,train
6.914293577411073,3.2111150614026895,2.311350031586347,3.8205827473876997,-1.372494484887059,-0.2217802487634028,1.8600796301537639,0.47347567757273473,1.1354796339245596,0.39577501450469293,-0.11786798233348658,-0.4041238083366792,-0.33876799821408166,-0.9324452220777301,-0.3324105345312468,-0.0968068079865747,0.25728799077856557,-0.616773874242572,-1.5918389262029973,-0.6448041337241797,0.2144124454239362,-0.5813660498913789,-0.036577774640416796,0.5494577925333436,0,train
0.30196729151612756,1.254473913559614,8.812959240250523,6.9711552644614985,-0.3460077852947547,-0.6306335055024931,0.8269967825764762,-0.05655759306247169,0.16641083539531737,-0.6171537228110439,1.9356175728335112,0.444275536111765,-1.241209817072751,0.26234525756267585,0.5952407244928344,-0.7865733576017149,-1.6233170222796367,-0.25869802094208516,1.5793428078958118,-1.02555388734682,1.5356664743134827,1.404266691311698,-0.6305391819055849,-1.298912134588075,0,train
5.5879947429052566,7.6272299748391195,3.101648781626767,1.8318188361170462,0.052849975185072715,-0.89490942119562,-0.41826064171467564,-1.3478385482274158,-1.4954634694869435,-1.7770642016612839,0.6593274404965563,1.6559682432914047,-0.5613094219530411,-1.7612679382203,0.540628591912672,1.8440087717157907,0.1541986634159225,-1.4099353564315098,0.7339176904882327,1.99001505237,-0.06581855219143598,0.07111265176156684,0.8362835000916587,-0.8667087173668064,0,train
3.6585609780307307,8.585855133395462,7.688307045024551,1.3132085642157454,0.10205746080708777,-0.9693599375417975,0.17711117911340069,-2.1020447124172645,0.877733851677958,0.816589210360053,-1.9563863568738153,0.7538729525222116,2.06454957520322,0.32130265662002805,0.3851362083859325,1.1373490519659937,-1.0026567336655587,-0.9856302006732902,0.12806360118702467,-0.055388141713533436,-1.0147044647831274,-0.7324889683614991,-0.049718411239896634,1.176229020976274,0,train
9.02739676561939,4.860159910198433,4.35444107508133,3.2919587749560772,-0.23226182016856875,-0.10451202512006993,0.35182675335771835,0.8747376344996036,0.0004581278227423485,0.8651605716831589,-0.8083508258717091,-1.1177790063722384,0.8368766094239595,0.2890105223517664,-0.3274057364102626,-0.04485023250256808,-1.6603955149451226,-0.6971727748212411,1.4827406884843504,0.5266791613956521,1.0174613771221002,0.7209453424974253,0.620571381479802,0.9305574975669283,0,train
9.834999916248126,1.1109549836030042,2.35259297894854,2.97595808608192,-0.4708868206671496,-0.08911386702370314,0.03283705644708177,0.40758013489178174,-1.311452560357903,-0.658102659322113,0.10582732630854848,0.7273842265181446,-0.2485234026215833,-0.18511248907402375,0.08268988266870554,-0.7387949025618218,1.4353186705269658,1.370507209894719,0.4488489472276343,-0.1613040973922565,0.3842492153987297,0.9517647631367941,-0.7049168210857257,0.16986851080510987,1,train
1.5999197326419656,9.451421432422864,1.7964205675696499,1.9686645721543405,-1.267647700363346,-0.6939168236013502,0.3693122812181943,-1.7406519860664784,1.2159796936056286,0.07629286248787376,0.8902050992300486,1.670961129370923,1.334177703175729,-1.8961160560326957,-0.7063380303467185,0.05519966838329125,0.5741721495715004,0.03151225610229627,0.7417435934241557,0.7917270366987544,0.32986083701213215,-0.8968336921803408,-0.22088338811038039,-1.3867347328272022,0,train
7.95508689625009,4.630143414094018,6.245252173640388,9.1634624464959,-0.8344165275548239,0.3553332144213493,-1.4172700877531312,0.3812241134005677,0.25417302983720946,-1.8259929867064966,-1.0759757782150192,1.1980115696993556,-0.36217236296454436,0.04076304629684195,0.7450199402619352,-1.8411997215452705,0.3160057567947517,1.4022559333769062,0.13889046205414404,-0.93703755131999,2.74854069933092,0.3426739649595255,-0.3992926610057014,-0.6191349989355889,1,train
1.4847701813001757,5.652319642119409,8.503351123177259,3.8309143385448907,-0.35287741630998465,0.48375579507103494,1.904230750302976,-1.6811495392697067,0.7079248197682732,-0.031414063627363126,1.5740288137058285,0.5738025429246828,-1.3754464322971618,-1.7213976167698382,0.11899720690925655,0.23301896575770742,-1.3225824547708844,-0.002903156758855627,0.2825169934159315,-0.14303117089278505,1.1461239168764912,0.06757846240579746,-0.3235906688486553,-0.41768446677623744,0,train
